age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
25,2,2,4,0,1,0,1,1,2,117,1,999,0,0,-1.8,93.075,-47.1,1.445,5099.1,1
33,5,2,6,0,0,0,1,5,2,338,1,999,0,0,-2.9,92.201,-31.4,0.854,5076.2,1
30,5,1,6,0,0,0,1,5,1,139,3,6,1,2,-2.9,92.201,-31.4,0.883,5076.2,1
37,7,1,6,0,1,0,1,7,2,364,1,999,1,1,-3.4,92.431,-26.9,0.742,5017.5,1
35,7,0,5,0,0,0,1,2,4,692,3,999,0,0,-1.8,92.893,-46.2,1.25,5099.1,1
35,10,1,6,0,2,2,1,5,1,696,1,999,0,0,1.4,93.444,-36.1,4.966,5228.1,1
33,5,1,6,0,1,0,1,8,1,344,2,3,1,2,-3.4,92.649,-30.1,0.715,5017.5,1
42,4,1,4,0,0,0,1,4,3,1153,4,999,0,0,1.4,93.918,-42.7,4.958,5228.1,1
34,3,2,1,0,1,0,1,8,1,393,4,999,0,0,-3.4,92.649,-30.1,0.715,5017.5,1
46,9,1,1,2,1,0,1,2,3,882,2,999,0,0,-1.8,92.893,-46.2,1.327,5099.1,1
34,5,1,6,0,1,0,1,4,3,344,1,999,2,1,-1.7,94.215,-40.3,0.81,4991.6,1
71,1,1,5,0,0,0,1,7,1,323,1,999,0,0,-1.1,94.601,-49.5,0.982,4963.6,1
33,7,1,5,0,0,1,1,5,1,587,1,999,0,0,1.4,93.444,-36.1,4.966,5228.1,1
58,7,1,3,0,1,0,1,5,0,324,1,999,0,0,-1.7,94.027,-38.3,0.904,4991.6,1
34,5,1,6,0,1,0,1,4,3,417,1,6,3,2,-1.7,94.215,-40.3,0.899,4991.6,1
31,7,2,6,0,1,0,1,5,1,290,9,999,0,0,1.4,93.444,-36.1,4.963,5228.1,1
45,8,1,6,0,1,0,0,2,1,1721,2,999,0,0,1.1,93.994,-36.4,4.856,5191.0,1
48,5,1,4,0,1,0,1,4,3,903,1,999,0,0,1.4,93.918,-42.7,4.962,5228.1,1
65,1,1,1,0,0,0,1,7,4,187,2,7,3,2,-1.1,94.601,-49.5,0.993,4963.6,1
40,5,1,6,0,0,0,1,2,0,365,4,999,0,0,-1.8,92.893,-46.2,1.354,5099.1,1
25,5,2,6,0,0,0,1,5,3,215,1,999,0,0,-1.7,94.027,-38.3,0.904,4991.6,1
39,7,0,5,0,1,0,1,2,2,597,1,999,0,0,-1.8,92.893,-46.2,1.334,5099.1,1
34,5,2,6,0,1,0,1,4,1,819,3,999,0,0,1.4,93.918,-42.7,4.962,5228.1,1
41,7,0,6,0,1,0,1,5,4,366,2,6,3,2,-1.7,94.027,-38.3,0.905,4991.6,1
31,0,2,6,0,1,0,1,4,1,309,1,6,3,2,-1.7,94.215,-40.3,0.835,4991.6,1
45,9,1,1,0,0,0,1,5,4,507,2,999,0,0,1.4,93.444,-36.1,4.966,5228.1,1
62,8,1,6,0,1,0,0,6,1,722,1,999,0,0,-3.4,92.379,-29.8,0.77,5017.5,1
24,8,2,6,0,1,0,1,4,1,808,3,999,0,0,1.4,93.918,-42.7,4.961,5228.1,1
46,3,1,1,0,0,0,0,2,2,506,2,999,0,0,1.1,93.994,-36.4,4.858,5191.0,1
31,11,2,4,0,0,0,1,2,0,392,1,999,0,0,-1.8,93.876,-40.0,0.701,5008.7,1
53,7,0,4,0,0,0,1,8,3,531,1,999,0,0,-0.1,93.2,-42.0,4.076,5195.8,1
25,7,2,3,0,1,0,1,3,4,103,2,999,0,0,-2.9,92.963,-40.8,1.268,5076.2,1
36,4,1,6,0,0,1,1,3,1,255,2,3,1,2,-2.9,92.963,-40.8,1.206,5076.2,1
42,10,1,6,0,0,0,0,2,1,1677,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,1
23,2,2,7,0,0,0,1,4,1,267,1,999,2,1,-1.7,94.215,-40.3,0.893,4991.6,1
55,5,1,4,0,0,0,0,4,2,229,1,9,1,2,-1.7,94.215,-40.3,0.802,4991.6,1
27,7,1,5,0,0,0,1,2,3,347,2,999,1,1,-1.8,92.893,-46.2,1.327,5099.1,1
59,5,1,6,0,0,1,1,6,2,193,1,3,1,2,-1.1,94.199,-37.5,0.886,4963.6,1
39,9,0,2,2,1,0,1,2,2,333,1,999,0,0,-1.8,92.893,-46.2,1.281,5099.1,1
70,7,1,7,0,0,0,1,5,3,411,1,999,0,0,-1.7,94.027,-38.3,0.899,4991.6,1
42,5,1,4,0,2,2,1,2,3,878,3,999,1,1,-1.8,92.893,-46.2,1.327,5099.1,1
43,7,0,3,0,0,0,1,4,4,853,2,999,0,0,1.4,93.918,-42.7,4.963,5228.1,1
77,1,0,1,0,0,0,1,2,1,393,1,999,0,0,-1.8,93.876,-40.0,0.697,5008.7,1
70,1,1,1,0,1,0,1,7,0,131,1,999,0,0,-3.4,92.431,-26.9,0.739,5017.5,1
33,5,1,6,0,1,0,1,5,4,576,1,999,0,0,1.4,93.444,-36.1,4.964,5228.1,1
26,7,2,3,0,1,0,1,6,3,305,1,999,1,1,-1.1,94.199,-37.5,0.879,4963.6,1
34,6,1,6,0,0,0,1,7,2,201,1,5,3,1,-3.4,92.431,-26.9,0.74,5017.5,1
38,7,2,5,0,0,0,1,4,1,815,4,999,0,0,1.4,93.918,-42.7,4.961,5228.1,1
31,5,2,4,0,0,0,1,6,4,252,2,3,2,2,-1.1,94.199,-37.5,0.883,4963.6,1
32,10,2,6,0,0,1,1,0,3,167,1,999,0,0,-1.8,92.843,-50.0,1.584,5099.1,1
61,10,1,6,0,1,0,1,8,1,147,1,3,2,2,-3.4,92.649,-30.1,0.715,5017.5,1
78,11,1,7,0,1,0,1,6,2,234,1,999,1,1,-3.4,92.379,-29.8,0.781,5017.5,1
70,1,1,5,0,0,0,1,7,3,585,1,6,3,2,-1.1,94.601,-49.5,0.987,4963.6,1
32,7,2,5,0,0,0,1,5,2,313,2,999,1,1,-2.9,92.201,-31.4,0.879,5076.2,1
36,5,2,6,0,1,0,1,5,1,1344,7,999,0,0,1.4,93.444,-36.1,4.966,5228.1,1
46,5,0,4,0,1,0,0,4,3,176,1,999,0,0,-2.9,92.469,-33.6,1.072,5076.2,1
34,3,2,4,0,0,0,1,2,2,391,1,999,0,0,-1.8,92.893,-46.2,1.281,5099.1,1
28,4,2,4,0,1,1,1,2,2,562,1,999,0,0,-1.8,92.893,-46.2,1.281,5099.1,1
37,5,1,4,0,0,0,1,5,2,179,2,999,1,1,-2.9,92.201,-31.4,0.884,5076.2,1
43,9,1,2,0,1,0,0,3,2,1540,1,999,0,0,1.4,94.465,-41.8,4.962,5228.1,1
42,4,1,4,0,1,0,1,1,3,501,1,999,0,0,-1.8,93.075,-47.1,1.365,5099.1,1
59,1,1,5,2,0,0,0,2,2,905,1,999,0,0,1.1,93.994,-36.4,4.858,5191.0,1
22,2,2,7,0,1,0,1,2,0,171,2,3,2,2,-1.8,93.876,-40.0,0.682,5008.7,1
59,9,0,1,0,1,0,1,4,3,218,1,999,0,0,-2.9,92.469,-33.6,1.072,5076.2,1
35,4,1,2,0,0,0,1,2,0,592,1,3,1,2,-1.8,92.893,-46.2,1.354,5099.1,1
62,1,1,6,0,1,0,1,8,3,208,1,1,6,2,-1.1,94.767,-50.8,1.031,4963.6,1
83,3,0,1,0,1,0,1,4,1,667,2,3,1,2,-1.7,94.215,-40.3,0.797,4991.6,1
46,5,1,4,0,1,0,1,4,1,267,1,999,0,0,-1.7,94.215,-40.3,0.797,4991.6,1
30,7,2,5,0,0,0,1,2,2,229,3,999,0,0,-1.8,92.893,-46.2,1.27,5099.1,1
46,7,1,2,0,1,0,1,5,3,464,4,999,0,0,-2.9,92.201,-31.4,0.873,5076.2,1
38,8,1,6,0,1,0,1,5,4,633,1,16,1,2,-1.7,94.027,-38.3,0.898,4991.6,1
26,7,2,5,0,1,0,1,6,4,249,1,3,3,2,-1.1,94.199,-37.5,0.879,4963.6,1
60,6,0,6,0,0,0,1,6,1,83,1,3,1,2,-3.4,92.379,-29.8,0.755,5017.5,1
38,0,1,2,0,0,0,0,3,0,947,4,999,0,0,1.4,94.465,-41.8,4.865,5228.1,1
28,7,2,5,0,0,0,1,3,2,411,1,999,0,0,-2.9,92.963,-40.8,1.26,5076.2,1
36,0,1,6,0,0,0,1,5,3,222,1,999,0,0,-2.9,92.201,-31.4,0.873,5076.2,1
38,7,1,6,0,1,0,1,5,2,238,4,999,0,0,-2.9,92.201,-31.4,0.854,5076.2,1
29,5,2,4,0,0,0,1,4,4,567,1,999,0,0,1.4,93.918,-42.7,4.957,5228.1,1
48,6,1,6,0,0,0,0,3,4,467,3,999,0,0,1.4,94.465,-41.8,4.967,5228.1,1
31,7,1,5,0,0,0,1,4,3,3643,1,999,0,0,1.4,93.918,-42.7,4.963,5228.1,1
28,0,1,5,0,1,0,1,5,4,190,3,999,1,1,-2.9,92.201,-31.4,0.869,5076.2,1
45,4,2,7,0,1,0,1,1,4,164,4,999,0,0,-1.8,93.075,-47.1,1.405,5099.1,1
50,6,1,6,0,1,0,1,1,3,1463,2,999,0,0,-1.8,93.075,-47.1,1.41,5099.1,1
44,5,2,6,0,0,0,1,3,1,924,2,4,1,2,-2.9,92.963,-40.8,1.262,5076.2,1
43,5,2,4,0,1,0,1,6,4,212,1,999,0,0,-3.4,92.379,-29.8,0.773,5017.5,1
42,8,1,6,0,2,2,1,4,3,430,4,999,0,0,1.4,93.918,-42.7,4.962,5228.1,1
27,5,2,6,0,1,0,1,0,2,210,1,6,2,2,-1.8,93.369,-34.8,0.634,5008.7,1
34,10,1,6,0,0,0,1,0,1,499,1,999,0,0,-1.8,92.843,-50.0,1.799,5099.1,1
39,7,1,6,0,0,1,1,3,1,434,2,999,1,1,-1.7,94.055,-39.8,0.702,4991.6,1
36,7,1,5,0,0,0,1,5,0,663,3,999,0,0,1.4,93.444,-36.1,4.965,5228.1,1
59,1,1,5,0,0,0,0,2,2,560,9,999,0,0,1.1,93.994,-36.4,4.857,5191.0,1
29,7,1,5,0,1,0,0,3,4,1617,1,999,0,0,1.4,94.465,-41.8,4.959,5228.1,1
56,7,1,1,0,0,0,1,7,3,257,1,6,1,2,-3.4,92.431,-26.9,0.733,5017.5,1
33,9,1,3,0,0,0,1,8,3,593,1,999,0,0,-0.1,93.2,-42.0,4.076,5195.8,1
55,1,1,1,0,1,0,1,1,0,158,1,999,0,0,-1.8,93.075,-47.1,1.466,5099.1,1
36,6,1,3,2,1,1,1,5,3,593,2,999,0,0,1.4,93.444,-36.1,4.964,5228.1,1
82,3,0,1,0,0,0,1,4,2,316,1,999,0,0,-1.7,94.215,-40.3,0.881,4991.6,1
33,10,1,5,0,0,0,1,2,3,578,1,999,0,0,-1.8,92.893,-46.2,1.266,5099.1,1
31,4,1,3,0,0,0,1,4,2,679,1,999,0,0,1.4,93.918,-42.7,4.962,5228.1,1
41,5,1,6,0,1,0,1,8,1,95,1,3,1,2,-3.4,92.649,-30.1,0.715,5017.5,1
46,5,1,6,0,2,2,1,9,4,696,10,999,0,0,-3.0,92.713,-33.0,0.718,5023.5,1
48,5,1,4,2,1,0,1,2,4,611,5,999,0,0,-1.8,92.893,-46.2,1.25,5099.1,1
35,7,1,6,0,1,0,1,5,2,182,1,6,3,1,-1.7,94.027,-38.3,0.9,4991.6,1
36,5,1,6,0,0,0,1,2,1,641,4,999,0,0,-1.8,93.876,-40.0,0.697,5008.7,1
27,5,2,6,0,1,1,1,6,2,345,1,999,0,0,-3.4,92.379,-29.8,0.781,5017.5,1
24,2,2,5,0,0,0,1,4,2,429,2,6,3,2,-1.7,94.215,-40.3,0.896,4991.6,1
38,10,1,6,0,1,0,1,2,4,1276,1,999,0,0,-1.8,92.893,-46.2,1.313,5099.1,1
34,5,2,6,0,0,1,1,0,1,236,1,999,0,0,-1.8,93.369,-34.8,0.652,5008.7,1
28,10,2,6,0,0,0,0,3,3,651,5,999,0,0,1.4,94.465,-41.8,4.958,5228.1,1
41,7,1,5,2,1,0,0,3,2,649,3,999,0,0,1.4,94.465,-41.8,4.959,5228.1,1
29,2,2,7,0,1,0,1,1,4,170,5,999,0,0,-1.8,93.075,-47.1,1.405,5099.1,1
35,7,0,1,0,1,0,1,8,1,514,1,9,4,2,-1.1,94.767,-50.8,1.035,4963.6,1
35,10,0,6,0,0,0,1,9,0,473,2,999,1,1,-3.0,92.713,-33.0,0.706,5023.5,1
45,5,2,4,0,1,0,1,1,3,354,1,2,1,2,-1.8,93.075,-47.1,1.365,5099.1,1
57,5,1,4,0,1,0,1,1,1,111,1,999,0,0,-1.8,93.075,-47.1,1.423,5099.1,1
27,4,2,4,0,0,0,1,4,0,1071,3,999,0,0,1.4,93.918,-42.7,4.962,5228.1,1
34,7,1,5,0,1,0,1,2,0,934,1,999,1,1,-1.8,92.893,-46.2,1.299,5099.1,1
28,7,2,5,0,1,0,1,8,2,296,1,999,1,1,-3.4,92.649,-30.1,0.716,5017.5,1
43,9,1,3,2,1,0,0,3,0,1395,2,999,0,0,1.4,94.465,-41.8,4.96,5228.1,1
41,6,0,5,0,0,0,1,4,4,911,2,999,0,0,1.4,93.918,-42.7,4.963,5228.1,1
32,11,3,6,0,0,0,0,2,4,617,4,999,0,0,1.1,93.994,-36.4,4.855,5191.0,1
35,7,2,6,0,1,0,1,5,1,439,3,999,0,0,1.4,93.444,-36.1,4.966,5228.1,1
45,5,1,4,0,1,0,0,2,3,695,1,999,0,0,1.1,93.994,-36.4,4.86,5191.0,1
36,9,2,4,0,1,0,0,3,2,835,1,999,0,0,1.4,94.465,-41.8,4.962,5228.1,1
30,4,2,4,0,1,0,1,7,0,385,2,999,0,0,-3.4,92.431,-26.9,0.739,5017.5,1
21,6,2,6,0,1,0,1,1,0,345,1,999,0,0,-1.8,93.075,-47.1,1.405,5099.1,1
37,7,1,5,0,0,0,1,5,2,157,3,4,2,2,-2.9,92.201,-31.4,0.884,5076.2,1
29,5,0,6,0,1,0,1,3,2,238,3,999,0,0,-2.9,92.963,-40.8,1.26,5076.2,1
39,10,1,6,0,1,1,1,6,1,358,2,999,0,0,-1.1,94.199,-37.5,0.877,4963.6,1
40,5,0,5,0,1,0,0,2,4,539,12,999,0,0,1.1,93.994,-36.4,4.864,5191.0,1
33,5,2,6,0,0,0,1,0,0,427,1,6,2,2,-1.8,93.369,-34.8,0.646,5008.7,1
42,5,1,6,0,1,0,1,5,1,1311,2,999,0,0,1.4,93.444,-36.1,4.968,5228.1,1
48,0,1,5,0,0,0,0,2,2,360,1,6,1,2,-1.8,93.876,-40.0,0.682,5008.7,1
26,9,2,3,0,0,0,0,2,4,688,1,999,0,0,1.1,93.994,-36.4,4.859,5191.0,1
37,2,0,6,0,1,0,1,2,3,489,1,999,1,1,-1.8,93.876,-40.0,0.699,5008.7,1
40,7,0,6,0,1,0,1,1,3,335,1,999,0,0,-1.8,93.075,-47.1,1.365,5099.1,1
38,0,2,4,0,1,0,1,5,0,712,2,999,0,0,-2.9,92.201,-31.4,0.843,5076.2,1
43,7,1,5,0,0,0,1,2,3,460,1,999,1,1,-1.8,93.876,-40.0,0.699,5008.7,1
24,7,2,5,0,1,0,1,4,3,355,2,3,1,2,-1.7,94.215,-40.3,0.884,4991.6,1
64,11,1,7,0,1,0,0,5,4,239,4,999,0,0,-1.7,94.027,-38.3,0.905,4991.6,1
65,1,1,6,0,0,0,1,8,4,226,1,3,3,2,-3.4,92.649,-30.1,0.714,5017.5,1
28,0,2,3,0,0,1,1,5,1,261,1,999,1,1,-1.7,94.027,-38.3,0.899,4991.6,1
47,7,2,5,0,1,0,1,4,0,365,3,999,0,0,1.4,93.918,-42.7,4.962,5228.1,1
48,5,1,4,0,0,0,1,8,2,1061,4,999,0,0,-0.1,93.2,-42.0,4.12,5195.8,1
33,5,2,6,0,1,0,1,3,1,251,1,999,0,0,-2.9,92.963,-40.8,1.262,5076.2,1
37,7,2,5,0,1,0,1,8,2,224,1,999,0,0,-1.1,94.767,-50.8,1.044,4963.6,1
28,4,2,5,0,1,0,1,2,3,406,2,999,0,0,-1.8,92.893,-46.2,1.266,5099.1,1
85,1,1,1,2,1,0,1,1,1,129,3,999,0,0,-1.8,93.075,-47.1,1.405,5099.1,1
44,8,1,6,0,1,0,1,8,0,1210,2,999,1,1,-0.1,93.2,-42.0,4.191,5195.8,1
52,10,1,6,0,1,0,1,5,3,175,3,1,3,2,-1.7,94.027,-38.3,0.899,4991.6,1
33,7,1,4,0,0,0,1,5,2,703,1,999,0,0,1.4,93.444,-36.1,4.965,5228.1,1
45,9,1,4,2,1,0,1,5,2,969,1,999,0,0,1.4,93.444,-36.1,4.965,5228.1,1
45,5,0,6,0,0,0,0,2,2,681,3,999,0,0,1.1,93.994,-36.4,4.858,5191.0,1
53,7,2,5,0,1,0,1,8,2,1468,3,999,0,0,-0.1,93.2,-42.0,4.12,5195.8,1
53,3,1,1,0,1,0,1,3,1,245,2,999,0,0,-2.9,92.963,-40.8,1.252,5076.2,1
47,5,2,6,0,1,0,1,3,0,243,4,999,0,0,-2.9,92.963,-40.8,1.281,5076.2,1
41,7,1,5,0,1,0,1,1,1,466,5,999,1,1,-1.8,93.075,-47.1,1.423,5099.1,1
57,1,1,6,0,1,1,1,4,0,1062,4,999,0,0,1.4,93.918,-42.7,4.962,5228.1,1
26,5,1,4,0,0,0,1,3,2,598,4,12,3,1,-1.7,94.055,-39.8,0.767,4991.6,1
43,5,2,6,0,1,0,1,5,1,837,2,999,0,0,1.4,93.444,-36.1,4.968,5228.1,1
59,1,1,3,2,0,0,1,4,4,1330,3,999,0,0,1.4,93.918,-42.7,4.962,5228.1,1
29,5,2,4,0,1,0,1,6,1,107,2,3,1,2,-3.4,92.379,-29.8,0.77,5017.5,1
48,9,1,3,0,1,0,1,2,1,268,1,3,3,2,-1.8,93.876,-40.0,0.668,5008.7,1
25,2,2,7,0,0,0,1,3,0,301,3,999,0,0,-2.9,92.963,-40.8,1.281,5076.2,1
40,5,0,6,0,0,0,1,1,2,143,2,999,0,0,-1.8,93.075,-47.1,1.445,5099.1,1
29,5,2,6,0,0,0,1,6,1,600,2,3,3,2,-1.1,94.199,-37.5,0.88,4963.6,1
53,7,1,5,0,1,0,1,1,3,301,1,999,0,0,-1.8,93.075,-47.1,1.365,5099.1,1
29,9,2,4,0,1,0,1,4,1,966,2,999,0,0,1.4,93.918,-42.7,4.961,5228.1,1
25,4,1,4,0,0,0,1,4,1,1767,2,999,0,0,1.4,93.918,-42.7,4.962,5228.1,1
31,4,2,4,0,1,0,1,2,1,750,2,999,0,0,-1.8,92.893,-46.2,1.291,5099.1,1
29,5,2,6,0,1,0,1,7,0,526,1,999,0,0,-1.1,94.601,-49.5,1.0,4963.6,1
47,9,1,4,0,0,0,1,1,3,439,2,999,0,0,-1.8,93.075,-47.1,1.365,5099.1,1
67,1,1,1,0,1,0,1,8,3,99,1,999,0,0,-3.4,92.649,-30.1,0.714,5017.5,1
21,2,2,4,0,0,0,1,7,0,328,1,999,0,0,-3.4,92.431,-26.9,0.739,5017.5,1
64,5,1,4,0,0,0,1,4,3,368,1,999,0,0,-1.7,94.215,-40.3,0.884,4991.6,1
21,5,2,4,0,0,0,1,3,0,173,1,999,0,0,-2.9,92.963,-40.8,1.26,5076.2,1
48,5,0,4,0,0,1,1,1,4,2139,3,999,0,0,-1.8,93.075,-47.1,1.405,5099.1,1
26,9,1,3,0,0,0,1,1,3,78,2,999,0,0,-1.8,93.075,-47.1,1.41,5099.1,1
47,9,1,7,2,0,0,0,5,3,753,13,999,0,0,1.4,93.444,-36.1,4.964,5228.1,1
30,7,1,6,0,1,1,1,4,0,204,4,999,0,0,-1.7,94.215,-40.3,0.87,4991.6,1
62,3,1,5,0,1,0,1,9,4,141,2,999,0,0,-3.0,92.713,-33.0,0.714,5023.5,1
56,0,0,1,0,1,0,1,4,0,187,6,999,0,0,-1.7,94.215,-40.3,0.87,4991.6,1
26,2,2,3,0,1,0,0,7,1,1003,3,999,0,0,-3.4,92.431,-26.9,0.742,5017.5,1
25,5,2,6,0,0,1,1,8,0,165,1,3,2,2,-3.4,92.649,-30.1,0.715,5017.5,1
43,8,1,6,2,0,0,0,3,2,935,1,999,0,0,1.4,94.465,-41.8,4.959,5228.1,1
35,5,2,6,0,0,0,1,4,4,391,5,4,1,2,-1.7,94.215,-40.3,0.79,4991.6,1
31,7,2,7,0,1,0,1,5,0,428,2,9,3,2,-1.7,94.027,-38.3,0.898,4991.6,1
28,5,2,6,0,0,0,1,3,0,69,1,999,1,1,-2.9,92.963,-40.8,1.266,5076.2,1
52,9,1,4,2,0,0,0,3,0,777,4,999,0,0,1.4,94.465,-41.8,4.865,5228.1,1
37,5,1,6,0,0,1,1,6,3,173,1,999,0,0,-1.1,94.199,-37.5,0.879,4963.6,1
49,4,1,4,0,0,0,1,3,1,239,4,999,0,0,-2.9,92.963,-40.8,1.286,5076.2,1
41,5,2,4,0,1,0,1,5,0,606,1,6,1,2,-2.9,92.201,-31.4,0.861,5076.2,1
28,10,2,6,0,1,0,1,3,3,169,1,999,0,0,-1.7,94.055,-39.8,0.729,4991.6,1
25,0,1,6,0,0,0,1,3,1,529,2,999,0,0,-2.9,92.963,-40.8,1.286,5076.2,1
71,1,1,1,0,1,0,1,6,1,206,1,999,0,0,-3.4,92.379,-29.8,0.788,5017.5,1
28,5,2,6,0,0,0,1,0,2,411,2,999,0,0,-1.8,92.843,-50.0,1.548,5099.1,1
56,4,1,1,2,0,0,1,4,1,534,1,999,0,0,1.4,93.918,-42.7,4.962,5228.1,1
36,4,0,4,0,0,0,1,4,2,532,2,999,0,0,1.4,93.918,-42.7,4.963,5228.1,1
23,2,2,4,0,1,0,1,4,1,682,2,13,1,2,-2.9,92.469,-33.6,1.044,5076.2,1
44,7,1,5,0,0,0,1,8,4,442,1,999,0,0,-1.1,94.767,-50.8,1.028,4963.6,1
39,9,1,3,2,0,0,0,2,1,504,4,999,0,0,1.1,93.994,-36.4,4.856,5191.0,1
29,9,2,3,0,0,0,1,4,4,822,2,999,0,0,1.4,93.918,-42.7,4.963,5228.1,1
52,9,1,3,2,0,0,0,4,4,1492,2,999,0,0,1.4,93.918,-42.7,4.962,5228.1,1
81,11,0,7,2,1,0,1,8,0,161,1,999,1,1,-3.4,92.649,-30.1,0.715,5017.5,1
30,5,1,6,0,1,0,1,8,3,857,3,999,0,0,-0.1,93.2,-42.0,4.076,5195.8,1
60,10,1,6,0,0,0,0,3,0,526,2,999,0,0,1.4,94.465,-41.8,4.865,5228.1,1
53,7,1,5,2,1,0,0,2,3,920,2,999,0,0,1.1,93.994,-36.4,4.86,5191.0,1
22,7,2,7,0,0,0,1,2,1,192,1,3,1,2,-1.8,92.893,-46.2,1.266,5099.1,1
42,5,1,6,0,0,0,1,3,3,160,1,999,0,0,-2.9,92.963,-40.8,1.26,5076.2,1
48,5,0,4,0,1,1,0,3,2,967,2,999,0,0,1.4,94.465,-41.8,4.959,5228.1,1
28,7,2,3,0,1,0,1,2,1,409,1,999,0,0,-1.8,92.893,-46.2,1.291,5099.1,1
26,2,2,4,0,1,0,1,1,3,116,4,999,0,0,-1.8,93.075,-47.1,1.406,5099.1,1
80,1,0,1,0,1,1,1,1,2,654,2,999,0,0,-1.8,93.749,-34.6,0.642,5008.7,1
60,7,1,5,0,0,0,1,1,2,107,2,999,0,0,-1.8,93.075,-47.1,1.405,5099.1,1
35,5,1,6,0,0,0,1,7,2,371,1,999,1,1,-3.4,92.431,-26.9,0.74,5017.5,1
56,1,1,6,0,0,0,1,5,1,634,3,999,1,1,-1.7,94.027,-38.3,0.886,4991.6,1
38,7,1,6,0,1,1,1,9,2,310,1,999,0,0,-3.0,92.713,-33.0,0.721,5023.5,1
53,9,1,1,2,1,0,0,5,1,1186,4,999,0,0,1.4,93.444,-36.1,4.968,5228.1,1
35,9,1,7,2,0,0,1,4,1,560,1,999,0,0,1.4,93.918,-42.7,4.961,5228.1,1
46,5,1,4,0,1,0,1,4,1,335,3,999,2,1,-1.7,94.215,-40.3,0.797,4991.6,1
59,5,1,7,0,1,1,1,6,0,281,3,3,1,2,-3.4,92.379,-29.8,0.797,5017.5,1
32,10,2,6,0,1,0,1,2,1,1710,2,999,0,0,-1.8,92.893,-46.2,1.291,5099.1,1
61,1,1,1,0,0,0,0,7,4,194,1,999,0,0,-1.1,94.601,-49.5,0.972,4963.6,1
37,9,2,3,2,1,0,0,2,2,591,1,999,0,0,1.1,93.994,-36.4,4.856,5191.0,1
41,7,0,5,0,0,0,1,1,3,774,2,999,1,1,-1.8,93.075,-47.1,1.365,5099.1,1
31,9,2,4,0,1,0,1,0,1,272,1,999,0,0,-1.8,92.843,-50.0,1.687,5099.1,1
30,5,2,6,0,0,0,1,3,1,482,2,999,0,0,-2.9,92.963,-40.8,1.262,5076.2,1
35,7,0,1,0,1,0,1,8,1,385,3,4,2,2,-1.1,94.767,-50.8,1.035,4963.6,1
26,5,2,6,0,2,2,1,3,1,271,2,3,1,2,-2.9,92.963,-40.8,1.262,5076.2,1
47,8,1,6,0,0,0,1,5,1,487,3,999,0,0,1.4,93.444,-36.1,4.968,5228.1,1
33,5,1,6,0,1,0,1,2,1,165,1,999,1,1,-1.8,92.893,-46.2,1.266,5099.1,1
37,7,1,5,0,1,0,0,1,0,481,1,999,0,0,-1.8,93.749,-34.6,0.642,5008.7,1
30,9,1,2,2,1,0,1,4,4,474,2,999,0,0,1.4,93.918,-42.7,4.957,5228.1,1
32,7,2,5,0,0,0,1,2,3,1060,2,999,0,0,-1.8,92.893,-46.2,1.266,5099.1,1
42,6,1,6,0,1,0,1,3,2,436,1,3,1,2,-2.9,92.963,-40.8,1.26,5076.2,1
38,5,2,6,0,1,0,1,1,3,645,1,999,0,0,-1.8,93.075,-47.1,1.365,5099.1,1
60,5,1,6,0,1,0,1,2,0,1602,2,999,0,0,-1.8,92.893,-46.2,1.354,5099.1,1
71,1,1,5,0,0,0,1,1,3,559,1,999,0,0,-1.8,93.749,-34.6,0.64,5008.7,1
49,5,1,4,2,0,0,1,7,2,169,1,6,3,2,-1.1,94.601,-49.5,0.985,4963.6,1
35,7,1,3,0,0,0,1,2,1,580,1,999,0,0,-1.8,92.893,-46.2,1.291,5099.1,1
52,9,2,3,0,0,0,1,3,4,174,2,3,1,2,-2.9,92.963,-40.8,1.268,5076.2,1
39,7,2,5,0,0,0,1,4,0,617,2,999,0,0,1.4,93.918,-42.7,4.96,5228.1,1
47,9,1,7,2,0,0,0,2,1,1334,1,999,0,0,1.1,93.994,-36.4,4.856,5191.0,1
34,5,1,6,2,0,0,1,5,1,1227,2,999,0,0,1.4,93.444,-36.1,4.968,5228.1,1
45,9,1,1,0,1,0,1,4,3,367,2,999,0,0,1.4,93.918,-42.7,4.962,5228.1,1
18,2,2,4,0,0,0,1,2,4,271,1,999,1,1,-1.8,92.893,-46.2,1.259,5099.1,1
36,6,2,6,0,0,0,1,4,2,540,6,999,0,0,1.4,93.918,-42.7,4.963,5228.1,1
41,0,1,4,0,0,0,1,6,2,182,1,6,3,2,-1.1,94.199,-37.5,0.879,4963.6,1
40,5,1,6,0,1,0,1,3,1,192,1,999,0,0,-2.9,92.963,-40.8,1.262,5076.2,1
37,5,1,6,0,0,0,1,5,2,225,2,999,0,0,-2.9,92.201,-31.4,0.854,5076.2,1
58,1,1,6,0,2,2,1,1,2,624,1,999,0,0,-1.8,93.075,-47.1,1.445,5099.1,1
60,9,1,1,0,1,0,1,2,0,272,2,6,2,2,-1.8,93.876,-40.0,0.685,5008.7,1
24,9,2,3,0,1,0,1,3,2,406,2,999,0,0,-2.9,92.963,-40.8,1.26,5076.2,1
